age,weight,height,income_lpa,smoker,city,occupation,insurance_premium_category
47,115.1,1.88,2.265177,True,Jaipur,retired,High
20,68.3,1.64,49.283641,True,Kota,unemployed,Low
44,101.5,1.83,7.637166,True,Jalandhar,unemployed,High
73,70.7,1.81,1.307974,True,Lucknow,private_job,High
20,72.9,1.56,9.833811,False,Delhi,private_job,Low
29,72.4,1.89,21.958556,False,Jaipur,unemployed,Low
25,102.5,1.75,2.327552,True,Jaipur,government_job,High
40,89.4,1.74,26.587709,True,Lucknow,business_owner,Low
52,111.8,1.5,19.047829,False,Lucknow,business_owner,Medium
56,72.2,1.78,5.168543,True,Chandigarh,retired,High
71,98.6,1.52,18.436017,True,Chandigarh,retired,High
57,102.8,1.57,50.0,True,Hyderabad,retired,Medium
71,61.5,1.54,14.322146,True,Mumbai,student,High
47,78.6,1.65,7.780309,False,Indore,retired,Low
50,84.3,1.82,5.445625,True,Delhi,unemployed,High
44,75.5,1.78,50.0,True,Indore,unemployed,Low
73,73.2,1.54,10.701906,True,Jaipur,unemployed,High
52,98.3,1.82,10.363995,True,Mumbai,government_job,High
49,65.9,1.68,35.456877,True,Lucknow,retired,Medium
69,99.8,1.51,25.249499,False,Jalandhar,business_owner,Medium
38,115.3,1.59,2.955962,False,Jaipur,business_owner,Medium
62,89.9,1.81,16.846438,True,Delhi,business_owner,High
44,93.1,1.79,7.865737,True,Chennai,private_job,Medium
27,55.8,1.58,49.217379,False,Jalandhar,unemployed,Low
46,110.5,1.52,3.795127,True,Chandigarh,retired,High
43,70.7,1.62,32.242296,False,Jaipur,retired,Low
52,93.4,1.82,1.556803,False,Lucknow,government_job,Medium
56,118.4,1.88,27.472407,False,Mysore,freelancer,Low
58,92.0,1.73,31.561418,False,Indore,freelancer,Low
41,100.9,1.54,5.001435,True,Kolkata,government_job,High
36,81.7,1.7,34.903779,True,Gaya,business_owner,Low
74,55.2,1.9,11.726274,True,Indore,student,High
44,105.9,1.88,1.213755,False,Pune,retired,Medium
23,53.5,1.9,18.679186,False,Jaipur,unemployed,Low
55,99.2,1.78,5.554098,True,Indore,business_owner,High
24,52.7,1.67,37.475108,True,Kota,business_owner,Low
29,110.3,1.86,50.0,False,Mumbai,unemployed,Low
23,61.9,1.86,8.552433,False,Lucknow,government_job,Low
50,86.4,1.56,4.06324,False,Kolkata,freelancer,High
55,92.1,1.81,13.087121,False,Mumbai,unemployed,Low
41,82.5,1.87,30.143012,False,Chandigarh,business_owner,Low
58,74.5,1.86,6.892119,True,Hyderabad,private_job,High
29,83.2,1.78,22.278044,True,Delhi,government_job,Medium
70,72.5,1.71,36.078227,True,Delhi,freelancer,High
40,81.2,1.81,46.372002,True,Delhi,private_job,Low
65,75.8,1.71,20.492547,False,Lucknow,student,Medium
42,90.0,1.63,2.022023,False,Gaya,student,Medium
32,67.4,1.6,9.725909,True,Kolkata,government_job,Medium
52,119.0,1.72,10.687222,True,Jalandhar,government_job,High
57,85.5,1.68,14.831599,False,Lucknow,government_job,Medium
40,64.4,1.71,0.792725,False,Mumbai,business_owner,Medium
35,83.9,1.6,5.594529,False,Kota,private_job,Low
30,110.6,1.74,11.017365,True,Mumbai,freelancer,High
64,52.6,1.76,21.880615,True,Jalandhar,retired,High
64,97.8,1.82,50.0,True,Bangalore,student,High
39,88.7,1.74,27.79726,True,Chennai,student,Low
56,62.7,1.8,4.49704,False,Chandigarh,student,Medium
64,107.3,1.57,5.397959,True,Mumbai,retired,High
36,76.4,1.55,6.367352,True,Mumbai,unemployed,High
33,71.3,1.57,8.75267,True,Delhi,business_owner,Medium
22,108.0,1.84,17.264748,False,Mumbai,business_owner,Low
47,95.0,1.72,4.767755,True,Indore,retired,High
29,112.8,1.68,10.583584,False,Chennai,government_job,Low
57,94.4,1.8,10.811684,True,Mumbai,retired,High
47,102.0,1.55,19.530172,True,Indore,freelancer,High
75,108.6,1.5,8.600476,False,Jalandhar,retired,High
57,54.9,1.62,5.79657,False,Jaipur,business_owner,Low
62,104.4,1.6,6.205878,False,Chennai,private_job,High
20,93.3,1.62,20.723549,False,Chandigarh,private_job,Low
57,55.9,1.89,6.061849,True,Lucknow,government_job,High
50,86.0,1.73,29.058302,False,Mysore,unemployed,Low
22,56.8,1.74,20.148426,False,Indore,unemployed,Low
55,101.7,1.76,4.062621,False,Mysore,government_job,High
61,88.6,1.66,50.0,True,Jaipur,private_job,High
60,116.6,1.89,14.699081,False,Jalandhar,retired,Medium
69,63.7,1.89,6.47048,False,Lucknow,retired,High
22,92.7,1.81,50.0,True,Jaipur,business_owner,Low
62,65.6,1.58,13.286894,False,Chandigarh,retired,Medium
37,93.3,1.85,19.964851,True,Pune,private_job,Medium
44,100.7,1.54,13.696231,False,Lucknow,business_owner,Low
66,100.7,1.75,50.0,False,Kota,retired,Medium
65,107.1,1.68,50.0,False,Kolkata,freelancer,Medium
26,109.7,1.52,17.897611,True,Kolkata,business_owner,High
68,56.4,1.86,14.563401,False,Mysore,government_job,High
51,74.7,1.88,37.6401,False,Jalandhar,government_job,Low
67,98.3,1.86,7.912385,False,Indore,retired,Medium
61,85.4,1.58,17.671205,True,Indore,retired,High
56,64.2,1.63,6.573704,False,Indore,freelancer,Low
32,89.1,1.88,50.0,False,Lucknow,private_job,Low
71,79.1,1.54,44.460019,False,Mysore,government_job,Medium
66,77.9,1.73,50.0,False,Lucknow,student,Low
46,106.7,1.69,7.847006,False,Chennai,unemployed,Medium
36,79.1,1.56,36.569962,True,Delhi,business_owner,Medium
32,52.9,1.85,21.448926,False,Chennai,freelancer,Low
65,55.1,1.55,18.844239,False,Indore,freelancer,Medium
30,109.9,1.74,50.0,False,Chennai,student,Low
48,117.1,1.63,4.935134,False,Bangalore,retired,High
35,98.4,1.67,6.916713,True,Mumbai,freelancer,High
42,76.1,1.58,7.483458,False,Delhi,unemployed,Low
46,115.6,1.75,2.75118,False,Jalandhar,government_job,High
52,96.6,1.9,1.504629,False,Jaipur,retired,Medium
62,109.1,1.83,11.170194,False,Indore,freelancer,High
39,103.7,1.77,30.534196,True,Jalandhar,private_job,Medium
18,77.1,1.8,10.537345,True,Delhi,student,Medium
73,84.0,1.84,5.477632,False,Jalandhar,private_job,Medium
36,63.9,1.69,50.0,True,Lucknow,student,Low
40,71.2,1.73,3.864468,False,Mumbai,business_owner,Medium
74,104.6,1.86,1.762151,True,Gaya,unemployed,High
71,112.5,1.78,2.519497,True,Mumbai,retired,High
48,100.9,1.55,50.0,False,Delhi,freelancer,Low
63,83.1,1.81,10.767891,True,Gaya,retired,High
35,57.0,1.51,50.0,True,Jaipur,student,Low
49,55.0,1.84,50.0,True,Mumbai,government_job,Medium
50,76.8,1.82,1.606745,True,Delhi,retired,High
65,83.0,1.83,14.413433,True,Chennai,private_job,High
67,92.9,1.51,31.500788,True,Pune,retired,High
41,51.5,1.89,4.125865,False,Lucknow,student,Medium
57,119.1,1.75,3.262868,True,Chennai,private_job,High
61,76.1,1.82,23.420941,True,Chandigarh,government_job,High
57,109.4,1.73,3.612444,True,Jalandhar,government_job,High
28,87.9,1.64,18.465777,False,Mysore,business_owner,Low
64,60.1,1.62,30.828024,True,Chennai,unemployed,High
25,105.9,1.53,35.776972,True,Pune,student,Medium
72,99.9,1.72,32.712318,True,Bangalore,government_job,High
43,87.3,1.56,50.0,True,Bangalore,retired,Medium
51,86.4,1.73,4.446648,False,Jalandhar,unemployed,Medium
22,57.1,1.75,50.0,True,Mumbai,business_owner,Low
68,96.2,1.68,7.658926,False,Delhi,unemployed,High
70,113.7,1.56,4.102762,False,Kota,government_job,High
34,57.5,1.67,43.914892,True,Kolkata,government_job,Low
37,69.2,1.85,26.655504,False,Chennai,government_job,Low
33,113.1,1.68,2.06549,False,Pune,freelancer,Medium
43,70.6,1.64,35.208024,True,Chennai,government_job,Low
59,96.0,1.75,18.400616,False,Lucknow,private_job,Medium
61,87.8,1.75,13.964549,False,Indore,government_job,Medium
30,92.1,1.54,7.98211,True,Kota,private_job,High
58,79.7,1.59,50.0,True,Mumbai,freelancer,Medium
50,71.7,1.7,50.0,True,Lucknow,retired,Medium
72,54.4,1.65,27.464004,True,Delhi,freelancer,High
53,102.2,1.63,3.411736,False,Gaya,retired,High
41,102.4,1.68,3.506449,True,Jalandhar,freelancer,High
23,97.2,1.62,5.426918,True,Mumbai,business_owner,High
75,95.3,1.64,38.834836,False,Kota,retired,Medium
54,67.8,1.81,9.431903,False,Jalandhar,freelancer,Low
20,52.6,1.7,26.655199,False,Mysore,freelancer,Low
57,106.7,1.85,7.001077,False,Hyderabad,unemployed,Medium
47,84.8,1.88,50.0,False,Chandigarh,retired,Low
53,72.2,1.87,3.784087,False,Chandigarh,freelancer,Medium
50,58.1,1.6,10.550819,True,Mumbai,retired,High
49,55.4,1.69,10.37712,False,Indore,student,Low
50,75.1,1.71,28.619489,False,Jalandhar,government_job,Low
26,106.4,1.84,20.014279,False,Mumbai,business_owner,Low
58,114.2,1.72,50.0,False,Kota,retired,Low
20,112.7,1.6,50.0,True,Kolkata,business_owner,Medium
57,114.3,1.72,6.234171,False,Pune,unemployed,Medium
38,113.5,1.52,14.126857,False,Chennai,freelancer,Low
65,87.3,1.83,13.350581,True,Mumbai,government_job,High
58,66.2,1.73,7.427209,False,Chandigarh,retired,Low
26,105.9,1.76,2.47244,False,Bangalore,unemployed,Medium
42,65.8,1.58,13.171163,True,Kota,freelancer,Medium
43,69.5,1.72,35.199283,False,Kota,business_owner,Low
57,67.1,1.71,16.645694,False,Delhi,student,Low
57,86.5,1.75,19.523947,True,Jaipur,unemployed,High
28,73.2,1.84,50.0,True,Jalandhar,unemployed,Low
39,61.7,1.81,5.152664,False,Indore,business_owner,Low
68,82.2,1.72,5.615658,True,Indore,business_owner,High
75,111.1,1.86,8.400396,False,Jalandhar,retired,High
21,90.3,1.64,44.081888,True,Gaya,student,Medium
50,111.4,1.7,36.068205,True,Chandigarh,retired,Medium
32,64.6,1.76,18.015293,False,Bangalore,student,Low
65,62.6,1.68,50.0,False,Hyderabad,freelancer,Low
47,90.6,1.64,4.857329,True,Lucknow,freelancer,High
64,82.9,1.54,8.458451,True,Bangalore,private_job,High
27,96.5,1.75,20.078327,True,Pune,student,High
64,105.7,1.58,10.757205,False,Chandigarh,student,High
45,102.7,1.56,34.200698,True,Hyderabad,business_owner,Medium
35,115.8,1.57,50.0,False,Indore,business_owner,Low
47,78.5,1.78,12.168033,False,Hyderabad,business_owner,Low
41,65.3,1.56,21.133535,True,Hyderabad,retired,Medium
23,88.9,1.89,37.361018,True,Gaya,private_job,Low
63,58.7,1.8,31.231986,True,Chandigarh,government_job,High
27,70.9,1.66,50.0,True,Jalandhar,government_job,Low
44,65.4,1.74,21.292229,True,Chandigarh,student,Medium
67,78.3,1.5,14.280564,True,Gaya,student,High
61,58.7,1.84,4.627355,False,Pune,government_job,High
32,53.3,1.61,19.79686,False,Jaipur,student,Low
18,96.2,1.53,4.904565,True,Jaipur,private_job,High
40,93.0,1.8,4.691286,False,Hyderabad,government_job,Medium
22,99.8,1.63,21.227019,False,Jaipur,unemployed,Low
54,96.5,1.73,9.35739,True,Indore,freelancer,High
70,59.0,1.84,0.939575,False,Kolkata,retired,High
61,71.1,1.81,50.0,True,Jaipur,business_owner,High
27,60.0,1.63,2.722064,True,Mumbai,unemployed,High
70,109.0,1.85,10.175083,True,Bangalore,retired,High
60,102.4,1.66,3.64666,True,Jaipur,retired,High
62,64.9,1.7,10.167705,False,Kolkata,unemployed,Medium
75,74.5,1.74,8.299284,False,Delhi,private_job,Medium
56,117.5,1.53,6.422116,True,Lucknow,retired,High
66,91.9,1.74,12.106981,True,Mysore,unemployed,High
59,106.1,1.73,4.184816,True,Hyderabad,retired,High
64,69.3,1.85,24.299125,True,Chandigarh,retired,High
59,65.5,1.64,21.727704,False,Kolkata,retired,Low
32,105.0,1.6,14.475079,True,Lucknow,government_job,High
38,98.2,1.69,24.408879,False,Chandigarh,government_job,Low
28,97.9,1.77,41.986686,False,Chennai,unemployed,Low
18,89.1,1.72,2.866499,False,Jaipur,student,Medium
57,89.8,1.56,50.0,False,Mysore,government_job,Low
73,101.6,1.64,50.0,False,Delhi,retired,Medium
49,69.6,1.53,34.625891,True,Hyderabad,unemployed,Medium
42,75.3,1.8,9.401618,True,Lucknow,private_job,Medium
73,111.0,1.85,50.0,False,Kolkata,retired,Medium
59,72.3,1.52,46.120997,True,Mysore,retired,Medium
22,88.6,1.71,2.597885,True,Delhi,unemployed,High
66,99.4,1.73,8.902786,False,Mumbai,student,High
55,119.8,1.68,26.185969,True,Delhi,retired,Medium
72,81.0,1.7,3.337999,True,Mumbai,retired,High
72,80.5,1.78,45.293301,False,Chennai,freelancer,Low
18,109.0,1.69,10.852121,True,Mysore,unemployed,High
46,106.4,1.87,4.548177,True,Mumbai,retired,High
61,101.3,1.72,11.094183,False,Lucknow,retired,High
57,82.9,1.53,7.316921,True,Hyderabad,unemployed,High
41,73.4,1.88,2.028581,True,Hyderabad,private_job,High
70,92.9,1.56,12.875992,True,Chennai,government_job,High
44,111.3,1.81,8.495907,True,Jaipur,private_job,High
64,111.8,1.71,15.293314,False,Chandigarh,private_job,High
64,58.6,1.8,4.10614,True,Jaipur,unemployed,High
69,80.5,1.71,16.07665,True,Chandigarh,private_job,High
52,83.0,1.52,50.0,False,Chandigarh,freelancer,Low
19,118.3,1.65,3.406224,False,Indore,unemployed,Medium
58,97.7,1.75,14.463615,True,Lucknow,retired,High
73,79.1,1.75,19.135012,True,Kolkata,private_job,High
36,52.9,1.89,14.478673,True,Mumbai,student,High
50,89.9,1.74,13.101828,False,Kolkata,retired,Low
48,57.7,1.61,14.672055,True,Mumbai,freelancer,High
70,108.4,1.52,8.393043,True,Kolkata,retired,High
51,102.8,1.82,50.0,False,Delhi,retired,Low
37,82.7,1.86,21.219397,False,Jalandhar,private_job,Low
25,80.6,1.75,6.783306,True,Delhi,unemployed,Medium
49,112.7,1.69,50.0,False,Lucknow,retired,Low
29,70.9,1.84,6.072564,False,Mumbai,student,Low
56,68.2,1.6,3.864061,False,Delhi,government_job,Medium
71,115.6,1.66,8.471278,False,Kolkata,unemployed,High
68,106.7,1.7,50.0,False,Jaipur,retired,Medium
71,107.5,1.52,3.937487,False,Kota,retired,High
63,64.5,1.78,9.827809,True,Chandigarh,retired,High
26,60.9,1.58,7.080564,False,Hyderabad,unemployed,Low
37,52.9,1.63,34.546071,True,Pune,private_job,Low
71,67.4,1.67,4.125774,True,Delhi,retired,High
48,104.3,1.76,26.935378,False,Lucknow,retired,Low
51,67.6,1.53,3.103927,False,Chennai,business_owner,Medium
36,101.2,1.64,44.809439,True,Mysore,private_job,Medium
69,68.4,1.61,24.874856,False,Jalandhar,retired,Medium
74,78.3,1.5,30.177768,False,Kota,retired,Medium
74,118.6,1.78,16.416421,False,Gaya,retired,High
48,67.9,1.59,4.167316,False,Lucknow,retired,Medium
41,77.0,1.57,32.287149,True,Jaipur,business_owner,Medium
33,71.8,1.82,25.709119,True,Chennai,government_job,Low
71,58.6,1.52,5.822242,False,Jaipur,retired,Medium
50,84.8,1.86,3.45042,True,Kolkata,retired,High
40,77.1,1.77,14.528551,True,Lucknow,business_owner,Medium
21,98.8,1.57,15.846757,True,Hyderabad,business_owner,High
59,107.3,1.64,30.073413,True,Mumbai,retired,Medium
51,88.5,1.88,6.766951,True,Chennai,freelancer,High
26,53.3,1.75,20.569593,True,Pune,freelancer,High
35,93.6,1.74,39.601526,False,Indore,private_job,Low
67,54.9,1.76,1.36801,True,Kota,retired,High
68,93.4,1.69,1.038632,True,Mumbai,retired,High
41,98.2,1.57,16.380409,False,Hyderabad,student,Low
30,64.7,1.56,18.421122,False,Chandigarh,unemployed,Low
71,107.4,1.77,6.733148,True,Lucknow,retired,High
45,113.7,1.85,2.64497,True,Jaipur,student,High
38,107.0,1.62,50.0,True,Kota,student,Medium
23,72.1,1.7,14.489927,True,Bangalore,business_owner,Medium
49,91.4,1.9,15.218368,False,Jalandhar,retired,Low
26,113.9,1.6,7.778383,True,Delhi,unemployed,High
65,73.1,1.66,11.406279,True,Jaipur,government_job,High
32,107.4,1.65,9.963738,True,Kota,private_job,High
35,51.8,1.51,50.0,True,Lucknow,government_job,Low
66,51.4,1.7,50.0,False,Chandigarh,student,Medium
26,103.3,1.58,5.651667,True,Chennai,private_job,High
46,103.4,1.55,44.737276,True,Kota,government_job,Medium
51,105.3,1.78,50.0,False,Mysore,freelancer,Low
52,115.0,1.81,5.416082,False,Lucknow,retired,Medium
56,59.2,1.86,7.256322,False,Chandigarh,retired,Medium
52,67.0,1.87,3.614588,False,Kota,unemployed,Medium
33,113.2,1.85,7.012399,False,Mysore,business_owner,Low
70,63.3,1.55,5.186508,False,Jaipur,business_owner,Medium
41,98.0,1.59,10.569887,True,Mumbai,retired,High
47,87.5,1.55,3.3091,False,Bangalore,retired,High
37,56.8,1.64,26.10103,False,Hyderabad,unemployed,Low
53,70.7,1.55,34.004859,False,Jaipur,retired,Low
66,86.8,1.76,8.365375,True,Jaipur,retired,High
41,109.7,1.79,4.148286,False,Delhi,retired,Medium
36,99.7,1.56,16.823296,True,Chennai,government_job,High
30,93.8,1.75,18.129633,False,Jaipur,private_job,Low
71,85.2,1.51,6.168398,True,Mysore,retired,High
51,71.6,1.67,8.507097,True,Mumbai,unemployed,High
68,59.3,1.61,8.078459,True,Jalandhar,retired,High
27,79.2,1.9,32.240115,True,Bangalore,student,Low
22,53.1,1.87,16.717889,False,Kolkata,unemployed,Low
23,65.6,1.56,1.804772,False,Lucknow,private_job,Medium
52,80.8,1.87,50.0,True,Mumbai,retired,Medium
57,79.9,1.67,8.353926,True,Hyderabad,unemployed,High
64,54.1,1.73,30.846459,False,Bangalore,unemployed,Medium
40,91.6,1.71,14.418109,False,Mysore,retired,Low
24,88.9,1.79,7.748265,True,Kota,business_owner,Medium
37,56.5,1.63,38.524254,False,Pune,freelancer,Low
74,115.9,1.53,50.0,False,Delhi,government_job,Medium
37,57.9,1.67,3.930583,True,Jalandhar,government_job,High
73,109.8,1.72,5.688501,False,Chandigarh,government_job,High
74,51.1,1.72,50.0,False,Chandigarh,private_job,Medium
71,111.7,1.82,50.0,True,Kota,freelancer,High
56,52.5,1.52,20.315194,False,Chennai,private_job,Low
70,103.2,1.9,50.0,False,Mysore,retired,Low
46,75.9,1.9,8.003868,False,Kota,retired,Low
22,101.8,1.54,2.152081,True,Jalandhar,government_job,High
65,78.7,1.64,12.490121,True,Kota,government_job,High
51,56.0,1.74,50.0,False,Mumbai,retired,Low
62,103.8,1.65,6.092003,False,Mysore,retired,High
62,56.0,1.7,50.0,False,Kota,student,Low
58,114.4,1.63,50.0,True,Jaipur,student,Medium
38,54.6,1.78,16.302559,False,Chennai,student,Low
42,84.0,1.65,50.0,True,Kolkata,student,Medium
40,100.8,1.67,11.387311,False,Mumbai,business_owner,Low
28,78.1,1.73,3.220762,False,Mumbai,freelancer,Medium
59,66.0,1.89,9.394146,False,Delhi,government_job,Medium
68,103.2,1.76,20.387738,False,Chandigarh,freelancer,High
66,105.0,1.54,6.46859,False,Mumbai,freelancer,High
75,114.5,1.63,6.328457,True,Kolkata,retired,High
23,76.9,1.67,22.847757,True,Kota,freelancer,Medium
58,85.9,1.8,34.464094,False,Jalandhar,student,Low
27,76.0,1.68,18.667649,True,Mysore,private_job,Medium
74,68.8,1.76,12.861973,False,Hyderabad,retired,Medium
20,102.7,1.84,7.195981,True,Chandigarh,government_job,High
42,74.4,1.54,6.137499,False,Bangalore,business_owner,Low
39,80.5,1.81,10.118379,False,Kolkata,freelancer,Low
62,78.8,1.8,3.380959,False,Indore,private_job,High
26,100.1,1.83,6.994222,True,Indore,unemployed,Medium
60,114.2,1.88,18.899329,False,Bangalore,student,Medium
60,96.9,1.62,3.780851,False,Indore,private_job,High
69,83.5,1.67,1.384925,False,Bangalore,government_job,High
71,104.6,1.61,8.096695,True,Jalandhar,unemployed,High
70,95.1,1.63,3.607701,True,Jaipur,unemployed,High
68,55.3,1.63,7.515175,False,Chandigarh,business_owner,Medium
73,57.7,1.85,34.227459,False,Mumbai,business_owner,Medium
30,53.7,1.53,33.93721,False,Kolkata,business_owner,Low
73,82.5,1.58,12.648243,True,Delhi,retired,High
19,107.8,1.74,25.425839,False,Pune,unemployed,Low
68,72.6,1.81,50.0,True,Pune,freelancer,High
63,77.5,1.78,10.18013,True,Jalandhar,government_job,High
29,113.6,1.52,4.634544,False,Lucknow,freelancer,Medium
73,108.6,1.68,28.123811,True,Jaipur,student,High
75,96.8,1.57,7.736175,False,Delhi,government_job,High
42,69.4,1.9,4.085494,True,Mumbai,government_job,High
57,59.1,1.9,10.240779,False,Jaipur,retired,Medium
40,52.2,1.52,20.763837,True,Chennai,student,Medium
56,58.5,1.77,20.067547,True,Kolkata,unemployed,High
28,71.2,1.83,2.937091,False,Bangalore,private_job,Medium
67,89.0,1.63,21.65031,False,Hyderabad,private_job,High
67,55.5,1.78,2.700777,False,Delhi,retired,High
48,60.5,1.58,3.252329,False,Chandigarh,government_job,Medium
28,63.5,1.55,50.0,False,Delhi,government_job,Low
40,94.5,1.87,2.027633,False,Chandigarh,retired,Medium
75,93.4,1.76,0.955458,True,Delhi,retired,High
40,88.9,1.83,21.819922,False,Jaipur,unemployed,Low
43,68.3,1.71,6.957127,True,Mumbai,government_job,Medium
67,76.6,1.56,8.751174,True,Indore,freelancer,High
21,57.7,1.65,50.0,False,Pune,student,Low
30,66.7,1.85,43.50577,False,Chennai,unemployed,Low
39,112.8,1.51,37.648461,True,Mysore,unemployed,Medium
30,118.4,1.58,13.888786,True,Chennai,business_owner,High
65,95.6,1.6,23.672936,True,Bangalore,freelancer,High
33,114.1,1.61,7.904142,False,Hyderabad,student,Low
68,95.3,1.54,6.895817,False,Lucknow,freelancer,High
61,53.4,1.84,13.381847,True,Lucknow,unemployed,High
74,119.6,1.56,26.252812,False,Chennai,retired,Medium
41,57.9,1.83,50.0,True,Hyderabad,private_job,Medium
55,98.0,1.64,43.806923,False,Jaipur,unemployed,Low
68,68.5,1.68,28.183873,True,Delhi,retired,High
49,78.0,1.69,11.85209,True,Jalandhar,retired,High
63,95.5,1.79,10.095001,False,Kolkata,retired,Medium
36,81.1,1.79,17.310624,True,Mumbai,student,Medium
34,68.3,1.76,16.355395,True,Mumbai,government_job,Medium
40,74.1,1.81,4.14803,True,Hyderabad,retired,High
66,74.6,1.5,8.901015,False,Indore,retired,High
70,117.0,1.7,13.886137,False,Jaipur,business_owner,High
67,106.0,1.71,27.320886,True,Gaya,retired,High
55,82.6,1.6,12.549509,True,Chandigarh,private_job,High
44,64.8,1.72,50.0,False,Jalandhar,student,Low
33,106.8,1.69,6.877687,False,Delhi,government_job,Low
69,61.9,1.69,17.610448,False,Mysore,freelancer,Medium
44,65.6,1.55,11.756819,False,Jalandhar,freelancer,Low
66,76.2,1.67,21.242665,False,Kota,freelancer,Medium
65,111.6,1.81,13.59548,True,Jaipur,student,High
34,60.2,1.66,9.583769,True,Jaipur,unemployed,Medium
18,59.5,1.69,24.825923,False,Delhi,private_job,Low
57,85.0,1.89,5.474144,False,Bangalore,private_job,Low
70,70.1,1.85,3.171978,True,Bangalore,private_job,High
48,90.2,1.87,38.700641,False,Chennai,student,Low
73,82.1,1.53,13.790864,True,Chandigarh,retired,High
22,81.0,1.75,50.0,True,Hyderabad,business_owner,Low
66,58.8,1.59,13.573683,False,Chandigarh,retired,Medium
35,60.8,1.66,2.726272,False,Mumbai,freelancer,Medium
58,107.5,1.77,21.431927,False,Lucknow,unemployed,Medium
19,112.0,1.73,1.873838,False,Chandigarh,government_job,Medium
74,67.2,1.7,2.297527,True,Indore,private_job,High
43,58.9,1.83,13.771486,False,Chandigarh,freelancer,Low
45,54.8,1.77,16.827888,False,Delhi,retired,Low
46,92.9,1.83,15.597552,True,Jaipur,retired,High
57,100.2,1.87,5.834473,False,Chandigarh,unemployed,Low
73,76.7,1.78,5.622371,False,Kolkata,retired,Medium
47,97.8,1.66,50.0,False,Mumbai,government_job,Low
47,100.1,1.59,3.888645,False,Kolkata,unemployed,High
64,115.4,1.61,5.563742,False,Kota,retired,High
29,55.6,1.66,50.0,False,Hyderabad,government_job,Low
72,64.3,1.8,5.558,True,Chennai,private_job,High
35,55.8,1.52,10.116279,True,Jalandhar,student,Medium
66,110.7,1.83,14.111185,False,Jalandhar,retired,High
19,105.6,1.8,9.220643,True,Mysore,freelancer,High
32,90.6,1.7,47.661523,True,Mumbai,unemployed,Medium
46,56.8,1.66,41.014748,False,Jalandhar,retired,Low
41,69.9,1.55,31.689084,False,Mumbai,private_job,Low
74,71.6,1.62,50.0,False,Mysore,business_owner,Low
38,89.6,1.54,11.84101,False,Kota,unemployed,Low
29,68.8,1.83,50.0,True,Lucknow,freelancer,Low
48,56.1,1.7,22.582266,True,Kota,business_owner,High
19,101.3,1.6,4.962974,True,Chennai,unemployed,High
50,71.6,1.51,23.181419,False,Mysore,student,Medium
32,82.2,1.71,8.315808,True,Pune,private_job,Medium
20,59.9,1.8,2.562598,True,Pune,private_job,High
51,106.2,1.81,2.564381,False,Kolkata,freelancer,High
31,90.0,1.59,4.665189,True,Chandigarh,business_owner,High
37,113.0,1.9,50.0,False,Indore,business_owner,Low
33,85.1,1.73,0.674431,True,Indore,unemployed,High
46,115.8,1.63,10.054636,False,Mumbai,retired,Medium
35,112.4,1.66,24.501012,True,Jaipur,student,High
59,90.7,1.55,11.473153,False,Lucknow,student,Medium
66,115.3,1.7,9.196031,False,Kolkata,government_job,High
73,73.3,1.8,5.539692,True,Lucknow,retired,High
63,76.2,1.66,50.0,True,Lucknow,unemployed,High
53,54.2,1.85,8.189802,False,Lucknow,retired,Medium
22,91.6,1.69,3.488873,False,Mumbai,government_job,Medium
52,100.7,1.86,7.82212,True,Gaya,private_job,High
67,104.2,1.78,18.064355,False,Jaipur,retired,High
48,61.4,1.52,5.786415,False,Jalandhar,retired,Low
63,81.6,1.53,21.187412,False,Indore,retired,High
24,63.3,1.82,12.844916,True,Pune,unemployed,Medium
47,96.6,1.64,20.180968,True,Jaipur,retired,High
23,62.0,1.58,50.0,True,Indore,unemployed,Low
38,113.2,1.85,1.891392,False,Chennai,student,Medium
64,66.9,1.89,8.502262,True,Mumbai,government_job,High
29,71.1,1.82,5.070133,False,Chennai,government_job,Low
20,109.6,1.79,6.06723,False,Hyderabad,unemployed,Low
18,82.6,1.5,15.377852,True,Kota,private_job,High
65,52.7,1.54,13.193468,False,Chandigarh,retired,Medium
54,85.1,1.77,2.08195,False,Jalandhar,government_job,Medium
56,56.9,1.66,3.58413,True,Jaipur,freelancer,High
60,118.8,1.51,45.602065,False,Hyderabad,government_job,Low
72,91.5,1.8,2.99291,False,Hyderabad,government_job,High
21,68.7,1.67,28.702961,True,Mysore,unemployed,Low
40,89.8,1.76,1.610604,True,Jaipur,unemployed,High
55,56.4,1.69,2.245836,False,Chandigarh,unemployed,Medium
72,106.1,1.51,23.673346,False,Mysore,freelancer,High
61,114.7,1.75,50.0,False,Indore,business_owner,Medium
52,111.2,1.82,38.867189,False,Hyderabad,government_job,Low
41,74.6,1.56,7.574891,True,Pune,student,High
45,73.5,1.86,5.890388,False,Kolkata,unemployed,Low
21,53.5,1.57,21.507376,True,Kolkata,student,Medium
64,95.9,1.67,2.237564,False,Lucknow,retired,High
75,87.8,1.71,21.91193,False,Chennai,government_job,High
38,82.7,1.63,7.295191,True,Delhi,freelancer,High
31,113.5,1.7,50.0,False,Jaipur,government_job,Low
59,62.6,1.79,18.656188,True,Jaipur,private_job,High
46,51.8,1.79,11.111137,True,Bangalore,business_owner,High
71,56.1,1.87,17.282187,False,Chandigarh,freelancer,High
47,66.4,1.84,9.063988,False,Pune,unemployed,Low
